ENTITY,DAY,ICU_TODAY,ICU_PREVIOUS,PERCENT_CHANGE,SURGE_STATUS,SURGE_COUNT
Algeria,2020-07-17,1.381,,,NORMAL,16
Algeria,2020-07-18,1.492,1.381,8.037653900,NORMAL,16
Algeria,2020-07-20,1.425,1.492,-4.490616600,NORMAL,16
Algeria,2020-07-21,1.247,1.425,-12.491228100,NORMAL,16
Algeria,2020-07-22,1.136,1.247,-8.901363300,NORMAL,16
Algeria,2020-07-23,1.470,1.136,29.401408500,NORMAL,16
Algeria,2020-07-25,1.403,1.470,-4.557823100,NORMAL,16
Algeria,2020-07-26,1.425,1.403,1.568068400,NORMAL,16
Algeria,2020-07-27,1.292,1.425,-9.333333300,NORMAL,16
Algeria,2020-07-31,1.448,1.292,12.074303400,NORMAL,16
Algeria,2020-08-01,1.425,1.448,-1.588397800,NORMAL,16
Algeria,2020-08-02,1.203,1.425,-15.578947400,NORMAL,16
Algeria,2020-08-04,1.203,1.203,0.000000000,NORMAL,16
Algeria,2020-08-05,1.225,1.203,1.828761400,NORMAL,16
Algeria,2020-08-06,1.403,1.225,14.530612200,NORMAL,16
Algeria,2020-08-09,1.269,1.403,-9.550962200,NORMAL,16
Algeria,2020-08-10,1.047,1.269,-17.494089800,NORMAL,16
Algeria,2020-08-12,1.180,1.047,12.702960800,NORMAL,16
Algeria,2020-08-13,0.980,1.180,-16.949152500,NORMAL,16
Algeria,2020-08-14,1.024,0.980,4.489795900,NORMAL,16
Algeria,2020-08-15,0.824,1.024,-19.531250000,NORMAL,16
Algeria,2020-08-16,0.891,0.824,8.131068000,NORMAL,16
Algeria,2020-08-17,0.891,0.891,0.000000000,NORMAL,16
Algeria,2020-08-18,1.024,0.891,14.927048300,NORMAL,16
Algeria,2020-08-19,0.980,1.024,-4.296875000,NORMAL,16
Algeria,2020-08-20,0.913,0.980,-6.836734700,NORMAL,16
Algeria,2020-08-21,0.913,0.913,0.000000000,NORMAL,16
Algeria,2020-08-22,1.091,0.913,19.496166500,NORMAL,16
Algeria,2020-08-23,0.913,1.091,-16.315307100,NORMAL,16
Algeria,2020-08-24,0.824,0.913,-9.748083200,NORMAL,16
Algeria,2020-08-25,0.690,0.824,-16.262135900,NORMAL,16
Algeria,2020-08-26,0.624,0.690,-9.565217400,NORMAL,16
Algeria,2020-08-27,0.624,0.624,0.000000000,NORMAL,16
Algeria,2020-08-28,0.690,0.624,10.576923100,NORMAL,16
Algeria,2020-08-29,0.624,0.690,-9.565217400,NORMAL,16
Algeria,2020-08-30,0.646,0.624,3.525641000,NORMAL,16
Algeria,2020-08-31,0.646,0.646,0.000000000,NORMAL,16
Algeria,2020-09-01,0.846,0.646,30.959752300,NORMAL,16
Algeria,2020-09-02,0.779,0.846,-7.919621700,NORMAL,16
Algeria,2020-09-03,0.980,0.779,25.802310700,NORMAL,16
Algeria,2020-09-04,0.935,0.980,-4.591836700,NORMAL,16
Algeria,2020-09-05,0.935,0.935,0.000000000,NORMAL,16
Algeria,2020-09-06,0.980,0.935,4.812834200,NORMAL,16
Algeria,2020-09-07,0.958,0.980,-2.244898000,NORMAL,16
Algeria,2020-09-08,0.779,0.958,-18.684759900,NORMAL,16
Algeria,2020-09-09,0.891,0.779,14.377406900,NORMAL,16
Algeria,2020-09-10,0.869,0.891,-2.469135800,NORMAL,16
Algeria,2020-09-11,0.713,0.869,-17.951668600,NORMAL,16
Algeria,2020-09-12,0.802,0.713,12.482468400,NORMAL,16
Algeria,2020-09-13,0.646,0.802,-19.451371600,NORMAL,16
Algeria,2020-09-14,0.601,0.646,-6.965944300,NORMAL,16
Algeria,2020-09-15,0.690,0.601,14.808652200,NORMAL,16
Algeria,2020-09-16,0.690,0.690,0.000000000,NORMAL,16
Algeria,2020-09-17,0.713,0.690,3.333333300,NORMAL,16
Algeria,2020-09-18,0.601,0.713,-15.708274900,NORMAL,16
Algeria,2020-09-19,0.713,0.601,18.635607300,NORMAL,16
Algeria,2020-09-20,0.690,0.713,-3.225806500,NORMAL,16
Algeria,2020-09-21,0.646,0.690,-6.376811600,NORMAL,16
Algeria,2020-09-22,0.757,0.646,17.182662500,NORMAL,16
Algeria,2020-09-23,0.557,0.757,-26.420079300,NORMAL,16
Algeria,2020-09-24,0.601,0.557,7.899461400,NORMAL,16
Algeria,2020-09-25,0.557,0.601,-7.321131400,NORMAL,16
Algeria,2020-09-26,0.557,0.557,0.000000000,NORMAL,16
Algeria,2020-09-27,0.490,0.557,-12.028725300,NORMAL,16
Algeria,2020-09-28,0.557,0.490,13.673469400,NORMAL,16
Algeria,2020-09-29,0.512,0.557,-8.078994600,NORMAL,16
Algeria,2020-09-30,0.512,0.512,0.000000000,NORMAL,16
Algeria,2020-10-01,0.512,0.512,0.000000000,NORMAL,16
Algeria,2020-10-02,0.512,0.512,0.000000000,NORMAL,16
Algeria,2020-10-03,0.557,0.512,8.789062500,NORMAL,16
Algeria,2020-10-04,0.468,0.557,-15.978456000,NORMAL,16
Algeria,2020-10-05,0.490,0.468,4.700854700,NORMAL,16
Algeria,2020-10-07,0.690,0.490,40.816326500,NORMAL,16
Algeria,2020-10-08,0.668,0.690,-3.188405800,NORMAL,16
Algeria,2020-10-09,0.690,0.668,3.293413200,NORMAL,16
Algeria,2020-10-10,0.690,0.690,0.000000000,NORMAL,16
Algeria,2020-10-11,0.624,0.690,-9.565217400,NORMAL,16
Algeria,2020-10-12,0.779,0.624,24.839743600,NORMAL,16
Algeria,2020-10-13,0.846,0.779,8.600770200,NORMAL,16
Algeria,2020-10-14,0.779,0.846,-7.919621700,NORMAL,16
Algeria,2020-10-15,0.779,0.779,0.000000000,NORMAL,16
Algeria,2020-10-17,0.802,0.779,2.952503200,NORMAL,16
Algeria,2020-10-18,0.735,0.802,-8.354114700,NORMAL,16
Algeria,2020-10-19,0.869,0.735,18.231292500,NORMAL,16
Algeria,2020-10-20,0.846,0.869,-2.646720400,NORMAL,16
Algeria,2020-10-21,0.824,0.846,-2.600472800,NORMAL,16
Algeria,2020-10-22,0.690,0.824,-16.262135900,NORMAL,16
Algeria,2020-10-23,0.735,0.690,6.521739100,NORMAL,16
Algeria,2020-10-24,0.646,0.735,-12.108843500,NORMAL,16
Algeria,2020-10-25,0.646,0.646,0.000000000,NORMAL,16
Algeria,2020-10-26,0.668,0.646,3.405572800,NORMAL,16
Algeria,2020-10-28,0.891,0.668,33.383233500,NORMAL,16
Algeria,2020-10-29,0.869,0.891,-2.469135800,NORMAL,16
Algeria,2020-10-30,1.069,0.869,23.014959700,NORMAL,16
Algeria,2020-10-31,0.980,1.069,-8.325537900,NORMAL,16
Algeria,2020-11-01,1.091,0.980,11.326530600,NORMAL,16
Algeria,2020-11-02,1.024,1.091,-6.141154900,NORMAL,16
Algeria,2020-11-04,1.114,1.024,8.789062500,NORMAL,16
Algeria,2020-11-05,1.180,1.114,5.924596100,NORMAL,16
Algeria,2020-11-07,1.314,1.180,11.355932200,NORMAL,16
Algeria,2020-11-08,1.403,1.314,6.773211600,NORMAL,16
Algeria,2020-11-09,1.336,1.403,-4.775481100,NORMAL,16
Algeria,2020-11-11,1.091,1.336,-18.338323400,NORMAL,16
Algeria,2020-11-12,1.180,1.091,8.157653500,NORMAL,16
Algeria,2020-11-13,1.158,1.180,-1.864406800,NORMAL,16
Algeria,2020-11-14,0.935,1.158,-19.257340200,NORMAL,16
Algeria,2020-11-15,0.980,0.935,4.812834200,NORMAL,16
Algeria,2020-11-16,1.114,0.980,13.673469400,NORMAL,16
Algeria,2020-11-17,0.869,1.114,-21.992818700,NORMAL,16
Algeria,2020-11-18,0.958,0.869,10.241657100,NORMAL,16
Algeria,2020-11-19,1.180,0.958,23.173277700,NORMAL,16
Algeria,2020-11-20,1.091,1.180,-7.542372900,NORMAL,16
Algeria,2020-11-21,1.158,1.091,6.141154900,NORMAL,16
Algeria,2020-11-22,1.024,1.158,-11.571675300,NORMAL,16
Algeria,2020-11-23,1.024,1.024,0.000000000,NORMAL,16
Algeria,2020-11-26,0.980,1.024,-4.296875000,NORMAL,16
Algeria,2020-11-27,1.114,0.980,13.673469400,NORMAL,16
Algeria,2020-11-28,1.136,1.114,1.974865400,NORMAL,16
Algeria,2020-11-30,1.024,1.136,-9.859154900,NORMAL,16
Algeria,2020-12-01,1.024,1.024,0.000000000,NORMAL,16
Algeria,2020-12-03,1.002,1.024,-2.148437500,NORMAL,16
Algeria,2020-12-07,0.846,1.002,-15.568862300,NORMAL,16
Algeria,2020-12-08,0.980,0.846,15.839243500,NORMAL,16
Algeria,2020-12-09,0.935,0.980,-4.591836700,NORMAL,16
Algeria,2020-12-10,0.980,0.935,4.812834200,NORMAL,16
Algeria,2020-12-11,1.024,0.980,4.489795900,NORMAL,16
Algeria,2020-12-12,0.935,1.024,-8.691406300,NORMAL,16
Algeria,2020-12-13,1.024,0.935,9.518716600,NORMAL,16
Algeria,2020-12-15,1.024,1.024,0.000000000,NORMAL,16
Algeria,2020-12-16,0.980,1.024,-4.296875000,NORMAL,16
Algeria,2020-12-17,1.002,0.980,2.244898000,NORMAL,16
Algeria,2020-12-20,1.114,1.002,11.177644700,NORMAL,16
Algeria,2020-12-21,0.958,1.114,-14.003590700,NORMAL,16
Algeria,2020-12-22,1.091,0.958,13.883089800,NORMAL,16
Algeria,2020-12-23,1.091,1.091,0.000000000,NORMAL,16
Algeria,2020-12-24,1.024,1.091,-6.141154900,NORMAL,16
Algeria,2020-12-29,0.891,1.024,-12.988281300,NORMAL,16
Algeria,2020-12-30,0.958,0.891,7.519640900,NORMAL,16
Algeria,2021-01-01,0.935,0.958,-2.400835100,NORMAL,16
Algeria,2021-01-02,0.690,0.935,-26.203208600,NORMAL,16
Algeria,2021-01-03,0.802,0.690,16.231884100,NORMAL,16
Algeria,2021-01-04,0.601,0.802,-25.062344100,NORMAL,16
Algeria,2021-01-05,0.646,0.601,7.487520800,NORMAL,16
Algeria,2021-01-06,0.713,0.646,10.371517000,NORMAL,16
Algeria,2021-01-07,0.601,0.713,-15.708274900,NORMAL,16
Algeria,2021-01-08,0.757,0.601,25.956738800,NORMAL,16
Algeria,2021-01-09,0.735,0.757,-2.906208700,NORMAL,16
Algeria,2021-01-10,0.646,0.735,-12.108843500,NORMAL,16
Algeria,2021-01-11,0.624,0.646,-3.405572800,NORMAL,16
Algeria,2021-01-12,0.534,0.624,-14.423076900,NORMAL,16
Algeria,2021-01-15,0.624,0.534,16.853932600,NORMAL,16
Algeria,2021-01-16,0.512,0.624,-17.948717900,NORMAL,16
Algeria,2021-01-17,0.713,0.512,39.257812500,NORMAL,16
Algeria,2021-01-18,0.624,0.713,-12.482468400,NORMAL,16
Algeria,2021-01-19,0.646,0.624,3.525641000,NORMAL,16
Algeria,2021-01-20,0.713,0.646,10.371517000,NORMAL,16
Algeria,2021-01-21,0.690,0.713,-3.225806500,NORMAL,16
Algeria,2021-01-22,0.802,0.690,16.231884100,NORMAL,16
Algeria,2021-01-23,0.646,0.802,-19.451371600,NORMAL,16
Algeria,2021-01-24,0.757,0.646,17.182662500,NORMAL,16
Algeria,2021-01-25,0.757,0.757,0.000000000,NORMAL,16
Algeria,2021-01-26,0.757,0.757,0.000000000,NORMAL,16
Algeria,2021-01-27,0.869,0.757,14.795244400,NORMAL,16
Algeria,2021-01-30,0.735,0.869,-15.420023000,NORMAL,16
Algeria,2021-02-01,0.646,0.735,-12.108843500,NORMAL,16
Algeria,2021-02-02,0.512,0.646,-20.743034100,NORMAL,16
Algeria,2021-02-05,0.468,0.512,-8.593750000,NORMAL,16
Algeria,2021-02-08,0.557,0.468,19.017094000,NORMAL,16
Algeria,2021-02-10,0.557,0.557,0.000000000,NORMAL,16
Algeria,2021-02-12,0.490,0.557,-12.028725300,NORMAL,16
Algeria,2021-02-13,0.445,0.490,-9.183673500,NORMAL,16
Algeria,2021-02-14,0.423,0.445,-4.943820200,NORMAL,16
Algeria,2021-02-19,0.401,0.423,-5.200945600,NORMAL,16
Algeria,2021-02-20,0.356,0.401,-11.221945100,NORMAL,16
Algeria,2021-02-21,0.334,0.356,-6.179775300,NORMAL,16
Algeria,2021-02-23,0.423,0.334,26.646706600,NORMAL,16
Algeria,2021-02-25,0.401,0.423,-5.200945600,NORMAL,16
Algeria,2021-02-26,0.468,0.401,16.708229400,NORMAL,16
Algeria,2021-02-27,0.468,0.468,0.000000000,NORMAL,16
Algeria,2021-02-28,0.490,0.468,4.700854700,NORMAL,16
Algeria,2021-03-01,0.490,0.490,0.000000000,NORMAL,16
Algeria,2021-03-02,0.512,0.490,4.489795900,NORMAL,16
Algeria,2021-03-07,0.468,0.512,-8.593750000,NORMAL,16
Algeria,2021-03-10,0.423,0.468,-9.615384600,NORMAL,16
Algeria,2021-03-12,0.334,0.423,-21.040189100,NORMAL,16
Algeria,2021-03-22,0.156,0.334,-53.293413200,NORMAL,16
Algeria,2021-03-23,0.200,0.156,28.205128200,NORMAL,16
Algeria,2021-03-24,0.200,0.200,0.000000000,NORMAL,16
Algeria,2021-03-25,0.379,0.200,89.500000000,SURGE,16
Algeria,2021-03-26,0.401,0.379,5.804749300,NORMAL,16
Algeria,2021-03-27,0.445,0.401,10.972568600,NORMAL,16
Algeria,2021-03-28,0.423,0.445,-4.943820200,NORMAL,16
Algeria,2021-03-29,0.445,0.423,5.200945600,NORMAL,16
Algeria,2021-03-30,0.334,0.445,-24.943820200,NORMAL,16
Algeria,2021-03-31,0.334,0.334,0.000000000,NORMAL,16
Algeria,2021-04-01,0.312,0.334,-6.586826300,NORMAL,16
Algeria,2021-04-02,0.356,0.312,14.102564100,NORMAL,16
Algeria,2021-04-03,0.445,0.356,25.000000000,NORMAL,16
Algeria,2021-04-04,0.445,0.445,0.000000000,NORMAL,16
Algeria,2021-04-05,0.356,0.445,-20.000000000,NORMAL,16
Algeria,2021-04-06,0.423,0.356,18.820224700,NORMAL,16
Algeria,2021-04-07,0.445,0.423,5.200945600,NORMAL,16
Algeria,2021-04-08,0.445,0.445,0.000000000,NORMAL,16
Algeria,2021-04-09,0.423,0.445,-4.943820200,NORMAL,16
Algeria,2021-04-10,0.423,0.423,0.000000000,NORMAL,16
Algeria,2021-04-11,0.423,0.423,0.000000000,NORMAL,16
Algeria,2021-04-12,0.312,0.423,-26.241134800,NORMAL,16
Algeria,2021-04-13,0.423,0.312,35.576923100,NORMAL,16
Algeria,2021-04-14,0.379,0.423,-10.401891300,NORMAL,16
Algeria,2021-04-15,0.356,0.379,-6.068601600,NORMAL,16
Algeria,2021-04-16,0.267,0.356,-25.000000000,NORMAL,16
Algeria,2021-04-17,0.334,0.267,25.093633000,NORMAL,16
Algeria,2021-04-18,0.468,0.334,40.119760500,NORMAL,16
Algeria,2021-04-19,0.490,0.468,4.700854700,NORMAL,16
Algeria,2021-04-20,0.423,0.490,-13.673469400,NORMAL,16
Algeria,2021-04-21,0.468,0.423,10.638297900,NORMAL,16
Algeria,2021-04-22,0.512,0.468,9.401709400,NORMAL,16
Algeria,2021-04-23,0.490,0.512,-4.296875000,NORMAL,16
Algeria,2021-04-24,0.490,0.490,0.000000000,NORMAL,16
Algeria,2021-04-25,0.445,0.490,-9.183673500,NORMAL,16
Algeria,2021-04-26,0.468,0.445,5.168539300,NORMAL,16
Algeria,2021-04-27,0.445,0.468,-4.914529900,NORMAL,16
Algeria,2021-04-28,0.512,0.445,15.056179800,NORMAL,16
Algeria,2021-04-29,0.490,0.512,-4.296875000,NORMAL,16
Algeria,2021-04-30,0.624,0.490,27.346938800,NORMAL,16
Algeria,2021-05-01,0.690,0.624,10.576923100,NORMAL,16
Algeria,2021-05-02,0.534,0.690,-22.608695700,NORMAL,16
Algeria,2021-05-03,0.579,0.534,8.426966300,NORMAL,16
Algeria,2021-05-04,0.579,0.579,0.000000000,NORMAL,16
Algeria,2021-05-05,0.490,0.579,-15.371329900,NORMAL,16
Algeria,2021-05-06,0.512,0.490,4.489795900,NORMAL,16
Algeria,2021-05-07,0.512,0.512,0.000000000,NORMAL,16
Algeria,2021-05-08,0.557,0.512,8.789062500,NORMAL,16
Algeria,2021-05-09,0.512,0.557,-8.078994600,NORMAL,16
Algeria,2021-05-10,0.490,0.512,-4.296875000,NORMAL,16
Algeria,2021-05-11,0.423,0.490,-13.673469400,NORMAL,16
Algeria,2021-05-12,0.601,0.423,42.080378300,NORMAL,16
Algeria,2021-05-13,0.512,0.601,-14.808652200,NORMAL,16
Algeria,2021-05-14,0.579,0.512,13.085937500,NORMAL,16
Algeria,2021-05-15,0.534,0.579,-7.772020700,NORMAL,16
Algeria,2021-05-16,0.490,0.534,-8.239700400,NORMAL,16
Algeria,2021-05-17,0.490,0.490,0.000000000,NORMAL,16
Algeria,2021-05-18,0.468,0.490,-4.489795900,NORMAL,16
Algeria,2021-05-19,0.423,0.468,-9.615384600,NORMAL,16
Algeria,2021-05-20,0.490,0.423,15.839243500,NORMAL,16
Algeria,2021-05-21,0.468,0.490,-4.489795900,NORMAL,16
Algeria,2021-05-22,0.401,0.468,-14.316239300,NORMAL,16
Algeria,2021-05-23,0.334,0.401,-16.708229400,NORMAL,16
Algeria,2021-05-24,0.445,0.334,33.233532900,NORMAL,16
Algeria,2021-05-25,0.445,0.445,0.000000000,NORMAL,16
Algeria,2021-05-26,0.423,0.445,-4.943820200,NORMAL,16
Algeria,2021-05-27,0.534,0.423,26.241134800,NORMAL,16
Algeria,2021-05-28,0.579,0.534,8.426966300,NORMAL,16
Algeria,2021-05-29,0.624,0.579,7.772020700,NORMAL,16
Algeria,2021-05-30,0.490,0.624,-21.474359000,NORMAL,16
Algeria,2021-05-31,0.423,0.490,-13.673469400,NORMAL,16
Algeria,2021-06-01,0.512,0.423,21.040189100,NORMAL,16
Algeria,2021-06-02,0.490,0.512,-4.296875000,NORMAL,16
Algeria,2021-06-03,0.512,0.490,4.489795900,NORMAL,16
Algeria,2021-06-04,0.557,0.512,8.789062500,NORMAL,16
Algeria,2021-06-05,0.534,0.557,-4.129263900,NORMAL,16
Algeria,2021-06-06,0.423,0.534,-20.786516900,NORMAL,16
Algeria,2021-06-07,0.445,0.423,5.200945600,NORMAL,16
Algeria,2021-06-08,0.557,0.445,25.168539300,NORMAL,16
Algeria,2021-06-09,0.601,0.557,7.899461400,NORMAL,16
Algeria,2021-06-10,0.579,0.601,-3.660565700,NORMAL,16
Algeria,2021-06-11,0.557,0.579,-3.799654600,NORMAL,16
Algeria,2021-06-12,0.624,0.557,12.028725300,NORMAL,16
Algeria,2021-06-13,0.624,0.624,0.000000000,NORMAL,16
Algeria,2021-06-14,0.668,0.624,7.051282100,NORMAL,16
Algeria,2021-06-15,0.690,0.668,3.293413200,NORMAL,16
Algeria,2021-06-16,0.579,0.690,-16.086956500,NORMAL,16
Algeria,2021-06-18,0.512,0.579,-11.571675300,NORMAL,16
Algeria,2021-06-19,0.757,0.512,47.851562500,NORMAL,16
Algeria,2021-06-20,0.646,0.757,-14.663144000,NORMAL,16
Algeria,2021-06-21,0.668,0.646,3.405572800,NORMAL,16
Algeria,2021-06-22,0.668,0.668,0.000000000,NORMAL,16
Algeria,2021-06-23,0.624,0.668,-6.586826300,NORMAL,16
Algeria,2021-06-24,0.534,0.624,-14.423076900,NORMAL,16
Algeria,2021-06-26,0.468,0.534,-12.359550600,NORMAL,16
Algeria,2021-06-27,0.423,0.468,-9.615384600,NORMAL,16
Algeria,2021-06-28,0.512,0.423,21.040189100,NORMAL,16
Algeria,2021-06-29,0.601,0.512,17.382812500,NORMAL,16
Algeria,2021-06-30,0.713,0.601,18.635607300,NORMAL,16
Algeria,2021-07-01,0.624,0.713,-12.482468400,NORMAL,16
Algeria,2021-07-02,0.646,0.624,3.525641000,NORMAL,16
Algeria,2021-07-03,0.646,0.646,0.000000000,NORMAL,16
Algeria,2021-07-04,0.735,0.646,13.777089800,NORMAL,16
Algeria,2021-07-05,0.757,0.735,2.993197300,NORMAL,16
Algeria,2021-07-06,0.646,0.757,-14.663144000,NORMAL,16
Algeria,2021-07-07,0.646,0.646,0.000000000,NORMAL,16
Algeria,2021-07-08,1.002,0.646,55.108359100,SURGE,16
Algeria,2021-07-09,0.980,1.002,-2.195608800,NORMAL,16
Algeria,2021-07-10,1.091,0.980,11.326530600,NORMAL,16
Algeria,2021-07-11,0.869,1.091,-20.348304300,NORMAL,16
Algeria,2021-07-12,0.802,0.869,-7.710011500,NORMAL,16
Algeria,2021-07-13,0.802,0.802,0.000000000,NORMAL,16
Algeria,2021-07-14,1.136,0.802,41.645885300,NORMAL,16
Algeria,2021-07-15,1.091,1.136,-3.961267600,NORMAL,16
Algeria,2021-07-16,0.935,1.091,-14.298808400,NORMAL,16
Algeria,2021-07-17,1.047,0.935,11.978609600,NORMAL,16
Algeria,2021-07-18,1.002,1.047,-4.297994300,NORMAL,16
Algeria,2021-07-19,1.024,1.002,2.195608800,NORMAL,16
Algeria,2021-07-20,1.002,1.024,-2.148437500,NORMAL,16
Algeria,2021-07-21,0.958,1.002,-4.391217600,NORMAL,16
Algeria,2021-07-22,1.024,0.958,6.889352800,NORMAL,16
Algeria,2021-07-23,0.935,1.024,-8.691406300,NORMAL,16
Algeria,2021-07-24,1.136,0.935,21.497326200,NORMAL,16
Algeria,2021-07-25,1.002,1.136,-11.795774600,NORMAL,16
Algeria,2021-07-26,0.913,1.002,-8.882235500,NORMAL,16
Algeria,2021-07-27,0.802,0.913,-12.157721800,NORMAL,16
Algeria,2021-07-28,0.802,0.802,0.000000000,NORMAL,16
Algeria,2021-07-29,0.824,0.802,2.743142100,NORMAL,16
Algeria,2021-07-30,1.158,0.824,40.533980600,NORMAL,16
Algeria,2021-07-31,1.047,1.158,-9.585492200,NORMAL,16
Algeria,2021-08-01,0.846,1.047,-19.197707700,NORMAL,16
Algeria,2021-08-02,0.646,0.846,-23.640661900,NORMAL,16
Algeria,2021-08-03,0.646,0.646,0.000000000,NORMAL,16
Algeria,2021-08-04,0.824,0.646,27.554179600,NORMAL,16
Algeria,2021-08-05,0.779,0.824,-5.461165000,NORMAL,16
Algeria,2021-08-06,1.158,0.779,48.652118100,NORMAL,16
Algeria,2021-08-07,1.158,1.158,0.000000000,NORMAL,16
Algeria,2021-08-08,1.069,1.158,-7.685664900,NORMAL,16
Algeria,2021-08-09,0.958,1.069,-10.383536000,NORMAL,16
Algeria,2021-08-10,0.713,0.958,-25.574112700,NORMAL,16
Algeria,2021-08-11,0.690,0.713,-3.225806500,NORMAL,16
Algeria,2021-08-12,0.846,0.690,22.608695700,NORMAL,16
Algeria,2021-08-13,0.690,0.846,-18.439716300,NORMAL,16
Algeria,2021-08-14,0.802,0.690,16.231884100,NORMAL,16
Algeria,2021-08-15,0.690,0.802,-13.965087300,NORMAL,16
Algeria,2021-08-16,0.735,0.690,6.521739100,NORMAL,16
Algeria,2021-08-17,0.891,0.735,21.224489800,NORMAL,16
Algeria,2021-08-18,0.668,0.891,-25.028058400,NORMAL,16
Algeria,2021-08-19,0.735,0.668,10.029940100,NORMAL,16
Algeria,2021-08-20,0.713,0.735,-2.993197300,NORMAL,16
Algeria,2021-08-21,0.869,0.713,21.879382900,NORMAL,16
Algeria,2021-08-22,0.824,0.869,-5.178365900,NORMAL,16
Algeria,2021-08-23,0.846,0.824,2.669902900,NORMAL,16
Algeria,2021-08-24,0.846,0.846,0.000000000,NORMAL,16
Algeria,2021-08-25,0.802,0.846,-5.200945600,NORMAL,16
Algeria,2021-08-26,0.735,0.802,-8.354114700,NORMAL,16
Algeria,2021-08-27,0.802,0.735,9.115646300,NORMAL,16
Algeria,2021-08-28,0.824,0.802,2.743142100,NORMAL,16
Algeria,2021-08-29,0.869,0.824,5.461165000,NORMAL,16
Algeria,2021-08-30,0.913,0.869,5.063291100,NORMAL,16
Algeria,2021-08-31,0.779,0.913,-14.676889400,NORMAL,16
Algeria,2021-09-01,0.779,0.779,0.000000000,NORMAL,16
Algeria,2021-09-02,0.935,0.779,20.025673900,NORMAL,16
Algeria,2021-09-03,0.935,0.935,0.000000000,NORMAL,16
Algeria,2021-09-04,0.980,0.935,4.812834200,NORMAL,16
Algeria,2021-09-05,0.869,0.980,-11.326530600,NORMAL,16
Algeria,2021-09-06,0.802,0.869,-7.710011500,NORMAL,16
Algeria,2021-09-07,0.846,0.802,5.486284300,NORMAL,16
Algeria,2021-09-08,0.935,0.846,10.520094600,NORMAL,16
Algeria,2021-09-09,0.824,0.935,-11.871657800,NORMAL,16
Algeria,2021-09-10,0.757,0.824,-8.131068000,NORMAL,16
Algeria,2021-09-11,0.624,0.757,-17.569352700,NORMAL,16
Algeria,2021-09-12,0.735,0.624,17.788461500,NORMAL,16
Algeria,2021-09-13,0.646,0.735,-12.108843500,NORMAL,16
Algeria,2021-09-14,0.690,0.646,6.811145500,NORMAL,16
Algeria,2021-09-15,0.445,0.690,-35.507246400,NORMAL,16
Algeria,2021-09-16,0.534,0.445,20.000000000,NORMAL,16
Algeria,2021-09-17,0.557,0.534,4.307116100,NORMAL,16
Algeria,2021-09-18,0.624,0.557,12.028725300,NORMAL,16
Algeria,2021-09-19,0.468,0.624,-25.000000000,NORMAL,16
Algeria,2021-09-20,0.490,0.468,4.700854700,NORMAL,16
Algeria,2021-09-21,0.512,0.490,4.489795900,NORMAL,16
Algeria,2021-09-22,0.601,0.512,17.382812500,NORMAL,16
Algeria,2021-09-23,0.468,0.601,-22.129783700,NORMAL,16
Algeria,2021-09-24,0.445,0.468,-4.914529900,NORMAL,16
Algeria,2021-09-25,0.290,0.445,-34.831460700,NORMAL,16
Algeria,2021-09-26,0.401,0.290,38.275862100,NORMAL,16
Algeria,2021-09-27,0.401,0.401,0.000000000,NORMAL,16
Algeria,2021-09-28,0.312,0.401,-22.194513700,NORMAL,16
Algeria,2021-09-29,0.334,0.312,7.051282100,NORMAL,16
Algeria,2021-09-30,0.334,0.334,0.000000000,NORMAL,16
Algeria,2021-10-01,0.334,0.334,0.000000000,NORMAL,16
Algeria,2021-10-02,0.334,0.334,0.000000000,NORMAL,16
Algeria,2021-10-03,0.401,0.334,20.059880200,NORMAL,16
Algeria,2021-10-04,0.356,0.401,-11.221945100,NORMAL,16
Algeria,2021-10-05,0.334,0.356,-6.179775300,NORMAL,16
Algeria,2021-10-06,0.401,0.334,20.059880200,NORMAL,16
Algeria,2021-10-07,0.445,0.401,10.972568600,NORMAL,16
Algeria,2021-10-08,0.312,0.445,-29.887640400,NORMAL,16
Algeria,2021-10-09,0.290,0.312,-7.051282100,NORMAL,16
Algeria,2021-10-10,0.334,0.290,15.172413800,NORMAL,16
Algeria,2021-10-11,0.312,0.334,-6.586826300,NORMAL,16
Algeria,2021-10-12,0.290,0.312,-7.051282100,NORMAL,16
Algeria,2021-10-13,0.245,0.290,-15.517241400,NORMAL,16
Algeria,2021-10-14,0.267,0.245,8.979591800,NORMAL,16
Algeria,2021-10-15,0.290,0.267,8.614232200,NORMAL,16
Algeria,2021-10-16,0.290,0.290,0.000000000,NORMAL,16
Algeria,2021-10-17,0.290,0.290,0.000000000,NORMAL,16
Algeria,2021-10-18,0.245,0.290,-15.517241400,NORMAL,16
Algeria,2021-10-19,0.356,0.245,45.306122400,NORMAL,16
Algeria,2021-10-20,0.379,0.356,6.460674200,NORMAL,16
Algeria,2021-10-21,0.356,0.379,-6.068601600,NORMAL,16
Algeria,2021-10-22,0.290,0.356,-18.539325800,NORMAL,16
Algeria,2021-10-23,0.356,0.290,22.758620700,NORMAL,16
Algeria,2021-10-24,0.356,0.356,0.000000000,NORMAL,16
Algeria,2021-10-25,0.245,0.356,-31.179775300,NORMAL,16
Algeria,2021-10-26,0.223,0.245,-8.979591800,NORMAL,16
Algeria,2021-10-27,0.334,0.223,49.775784800,NORMAL,16
Algeria,2021-10-28,0.312,0.334,-6.586826300,NORMAL,16
